RandomWeird{value=5066177246380389534, times=3, duration='0'}
RandomWeird{value=8249332968050122567, times=2, duration='466'}
RandomWeird{value=7071005373596560735, times=4, duration='467'}
RandomWeird{value=2237823111610287898, times=4, duration='466'}
RandomWeird{value=6204641492542969607, times=2, duration='467'}
RandomWeird{value=4115822727329263967, times=3, duration='466'}
RandomWeird{value=1032170983661670268, times=7, duration='933'}
RandomWeird{value=8415447765221160042, times=2, duration='0'}
RandomWeird{value=3407094044697423936, times=2, duration='466'}
RandomWeird{value=9141701920366364171, times=3, duration='466'}
RandomWeird{value=7893448449423646220, times=2, duration='466'}
RandomWeird{value=6385987461873648682, times=4, duration='467'}
RandomWeird{value=3565639819176599644, times=2, duration='467'}
RandomWeird{value=7321510897157315413, times=8, duration='933'}
RandomWeird{value=2198359480347113637, times=3, duration='0'}
RandomWeird{value=5441285027811006453, times=3, duration='466'}
RandomWeird{value=2661681213157627746, times=2, duration='0'}
RandomWeird{value=2223672790063440329, times=3, duration='467'}
RandomWeird{value=1425458884156753707, times=2, duration='0'}
RandomWeird{value=7160188699871351172, times=3, duration='0'}
RandomWeird{value=5641686852551600447, times=2, duration='0'}
RandomWeird{value=3123972350554490839, times=2, duration='467'}
RandomWeird{value=3511086141174791422, times=4, duration='467'}
RandomWeird{value=1340634439357694719, times=3, duration='466'}
RandomWeird{value=3442581116797728398, times=3, duration='467'}
RandomWeird{value=6446671564734540054, times=4, duration='0'}
RandomWeird{value=6171099506407731361, times=2, duration='0'}
RandomWeird{value=4632683726096999141, times=2, duration='0'}
RandomWeird{value=7243817193238630431, times=2, duration='0'}
RandomWeird{value=1286523753148644672, times=3, duration='466'}
RandomWeird{value=6160084005543096613, times=2, duration='467'}
RandomWeird{value=1978775506761664298, times=3, duration='0'}
RandomWeird{value=2052797332566017213, times=4, duration='467'}
RandomWeird{value=2785977585422410651, times=2, duration='467'}
RandomWeird{value=4950552786923542498, times=6, duration='467'}
RandomWeird{value=6422979118907175570, times=4, duration='0'}
RandomWeird{value=1945908149808617896, times=3, duration='0'}
RandomWeird{value=5039418442945098978, times=3, duration='466'}
RandomWeird{value=1841584403777772701, times=7, duration='933'}
RandomWeird{value=6392090735414723566, times=2, duration='0'}
RandomWeird{value=6351749176836596739, times=4, duration='467'}
RandomWeird{value=4782275140166896585, times=3, duration='466'}
RandomWeird{value=1432963934550283347, times=3, duration='0'}
RandomWeird{value=6346529261938626914, times=6, duration='467'}
RandomWeird{value=7007554051559793757, times=2, duration='0'}
RandomWeird{value=2119434103539440737, times=6, duration='466'}
RandomWeird{value=4028088002125012669, times=6, duration='466'}
RandomWeird{value=1831836663220188504, times=4, duration='467'}
RandomWeird{value=2464760695268214498, times=2, duration='0'}
RandomWeird{value=2972000343328940433, times=2, duration='466'}
RandomWeird{value=7948654725020806341, times=2, duration='467'}
RandomWeird{value=7565617372580881909, times=4, duration='466'}
RandomWeird{value=3276230724488406273, times=2, duration='466'}
RandomWeird{value=2694357388046425470, times=2, duration='466'}
RandomWeird{value=9187463863153122424, times=2, duration='467'}
RandomWeird{value=2806574301353262021, times=4, duration='0'}
RandomWeird{value=1836572284885749674, times=2, duration='0'}
RandomWeird{value=4512742812692053666, times=4, duration='466'}
RandomWeird{value=2469174908403114844, times=2, duration='0'}
RandomWeird{value=9059924480474433483, times=4, duration='467'}
RandomWeird{value=6067555746389256136, times=2, duration='466'}
RandomWeird{value=3985788918116997382, times=6, duration='933'}
RandomWeird{value=1578257079010241127, times=10, duration='933'}
RandomWeird{value=2812341735989066532, times=3, duration='466'}
RandomWeird{value=8998636518059675764, times=2, duration='0'}
RandomWeird{value=1895334758002312393, times=2, duration='0'}
RandomWeird{value=7131469768031647866, times=6, duration='933'}
RandomWeird{value=5317986278195044562, times=2, duration='0'}
RandomWeird{value=5236028466608283388, times=2, duration='466'}
RandomWeird{value=4397490847294551400, times=4, duration='467'}
RandomWeird{value=3287662016836678538, times=2, duration='466'}
RandomWeird{value=8070501297202247321, times=3, duration='0'}
RandomWeird{value=7266849499201302146, times=2, duration='0'}
RandomWeird{value=7549095412902696789, times=8, duration='466'}
RandomWeird{value=6266487666852026672, times=2, duration='0'}
RandomWeird{value=8885473434195210279, times=6, duration='933'}
RandomWeird{value=4869467051217426350, times=3, duration='466'}
RandomWeird{value=2711495604720421734, times=2, duration='0'}
RandomWeird{value=6564166912876086873, times=2, duration='0'}
RandomWeird{value=8611507143088288082, times=4, duration='466'}
RandomWeird{value=5168959947223540436, times=2, duration='0'}
RandomWeird{value=3416215520699398828, times=2, duration='466'}
RandomWeird{value=8706598702295409600, times=2, duration='467'}
RandomWeird{value=1164662523172303725, times=5, duration='467'}
RandomWeird{value=2971491786548129145, times=4, duration='466'}
RandomWeird{value=5807950398232562143, times=2, duration='467'}
RandomWeird{value=5639060594222287371, times=5, duration='466'}
RandomWeird{value=3836439218659527510, times=4, duration='467'}
RandomWeird{value=3248475958167635153, times=2, duration='467'}
RandomWeird{value=2034739493084044254, times=3, duration='467'}
RandomWeird{value=4244260365585745823, times=4, duration='466'}
RandomWeird{value=7523583921575971869, times=2, duration='467'}
RandomWeird{value=1992635671526418674, times=3, duration='0'}
RandomWeird{value=5734791673099270117, times=7, duration='467'}
RandomWeird{value=2665470755954770459, times=10, duration='933'}
RandomWeird{value=5517714141192234369, times=2, duration='0'}
RandomWeird{value=3051413706079433108, times=2, duration='0'}
RandomWeird{value=5811760248286700665, times=2, duration='0'}
RandomWeird{value=7936533934271058365, times=2, duration='0'}
RandomWeird{value=7947858842643974845, times=11, duration='1399'}
RandomWeird{value=4379421890678298808, times=6, duration='467'}
RandomWeird{value=4739861189216304854, times=4, duration='467'}
RandomWeird{value=8795015301936870306, times=8, duration='933'}
RandomWeird{value=7313746225805150718, times=5, duration='467'}
RandomWeird{value=5663376900130019461, times=5, duration='466'}
RandomWeird{value=3146776739543433253, times=8, duration='933'}
RandomWeird{value=2650097074167300528, times=2, duration='466'}
RandomWeird{value=5494991970528301829, times=2, duration='467'}
RandomWeird{value=7716318523711112873, times=2, duration='0'}
RandomWeird{value=4349867582226737760, times=4, duration='467'}
RandomWeird{value=4314820863035141632, times=3, duration='0'}
RandomWeird{value=8870659606899436897, times=3, duration='0'}
RandomWeird{value=4095167241326852008, times=3, duration='466'}
RandomWeird{value=6017161662606356069, times=4, duration='467'}
RandomWeird{value=1734297337610096486, times=5, duration='466'}
RandomWeird{value=7434237306082505486, times=2, duration='0'}
RandomWeird{value=2378978430910486335, times=3, duration='467'}
RandomWeird{value=5218519663273389346, times=2, duration='0'}
RandomWeird{value=7325891218317532827, times=3, duration='0'}
RandomWeird{value=4129269986006131718, times=4, duration='467'}
RandomWeird{value=3286947706068447448, times=2, duration='0'}
RandomWeird{value=6347600613001796338, times=2, duration='0'}
RandomWeird{value=1508358998968736980, times=2, duration='0'}
RandomWeird{value=5927240668916527963, times=5, duration='467'}
RandomWeird{value=3518244188660611150, times=3, duration='467'}
RandomWeird{value=3338630389110542795, times=3, duration='0'}
RandomWeird{value=6575735674420943973, times=2, duration='0'}
RandomWeird{value=4076648574184499324, times=6, duration='933'}
RandomWeird{value=1232525645751789074, times=4, duration='467'}
RandomWeird{value=2242128664308654741, times=2, duration='466'}
RandomWeird{value=7244325224044063537, times=2, duration='0'}
RandomWeird{value=7734321606701923989, times=3, duration='466'}
RandomWeird{value=1249152018356651966, times=5, duration='933'}
RandomWeird{value=6476344276592564149, times=2, duration='467'}
RandomWeird{value=6003253166062190291, times=3, duration='0'}
RandomWeird{value=5200690723260240850, times=2, duration='467'}
RandomWeird{value=8064704765170746613, times=3, duration='0'}
RandomWeird{value=8616525122267491625, times=2, duration='467'}
RandomWeird{value=3789220903735459923, times=2, duration='0'}
RandomWeird{value=5311451347047382657, times=2, duration='466'}
RandomWeird{value=9010887579663318775, times=2, duration='0'}
RandomWeird{value=5421539258606050840, times=4, duration='467'}
RandomWeird{value=4751111112849609350, times=3, duration='467'}
RandomWeird{value=3372907111568284421, times=3, duration='467'}
RandomWeird{value=2555610637492819276, times=3, duration='0'}
RandomWeird{value=1244971443676467429, times=3, duration='467'}
RandomWeird{value=6368161630661485864, times=2, duration='467'}
RandomWeird{value=8743382854302032836, times=3, duration='467'}
RandomWeird{value=4009073095412544826, times=4, duration='466'}
RandomWeird{value=7446806812413597809, times=4, duration='466'}
RandomWeird{value=7517686146511907602, times=2, duration='466'}
RandomWeird{value=6117243862514602588, times=10, duration='933'}
RandomWeird{value=8402935684835104833, times=3, duration='466'}
RandomWeird{value=7601496043951412268, times=2, duration='466'}
RandomWeird{value=1506275295348816666, times=3, duration='0'}
RandomWeird{value=2188149384659758716, times=2, duration='0'}
RandomWeird{value=4211693724184236200, times=5, duration='466'}
RandomWeird{value=6666685704250346585, times=6, duration='467'}
RandomWeird{value=2073841592197259781, times=2, duration='467'}
RandomWeird{value=5307160916925623373, times=3, duration='0'}
RandomWeird{value=1250508586396905637, times=2, duration='0'}
RandomWeird{value=1349672591024384807, times=8, duration='933'}
RandomWeird{value=7285716702375657158, times=6, duration='933'}
RandomWeird{value=5987810853664036582, times=3, duration='466'}
RandomWeird{value=5348906649243643384, times=2, duration='0'}
RandomWeird{value=7091194651203540019, times=4, duration='467'}
RandomWeird{value=4970336490770445037, times=3, duration='0'}
RandomWeird{value=4094239823034629139, times=2, duration='467'}
RandomWeird{value=6736215021266741981, times=3, duration='0'}
RandomWeird{value=2404252854093285703, times=3, duration='0'}
RandomWeird{value=3004333483075709572, times=2, duration='0'}
RandomWeird{value=1194812930778095176, times=2, duration='0'}
RandomWeird{value=7415388318642590638, times=2, duration='466'}
RandomWeird{value=2014394551007018770, times=4, duration='467'}
RandomWeird{value=1275028998590349910, times=4, duration='466'}
RandomWeird{value=5085549136094663497, times=2, duration='0'}
RandomWeird{value=3757464736338683949, times=4, duration='466'}
RandomWeird{value=2456332465081467831, times=3, duration='467'}
RandomWeird{value=6860022671398392712, times=4, duration='467'}
RandomWeird{value=2082921238874172909, times=3, duration='0'}
RandomWeird{value=8573286574825437233, times=2, duration='467'}
RandomWeird{value=8806406446649831997, times=2, duration='0'}
RandomWeird{value=8939723578999708212, times=3, duration='467'}
RandomWeird{value=8453332248216105857, times=3, duration='466'}
RandomWeird{value=2320737870085250448, times=2, duration='466'}
RandomWeird{value=5603595476857039956, times=3, duration='466'}
RandomWeird{value=1828053819945243546, times=5, duration='467'}
RandomWeird{value=7503729591945134387, times=3, duration='467'}
RandomWeird{value=2736867983590672983, times=7, duration='467'}
RandomWeird{value=3807603418782971534, times=2, duration='0'}
RandomWeird{value=5743081710073623372, times=2, duration='466'}
RandomWeird{value=9056042648535834517, times=3, duration='467'}
RandomWeird{value=5298732453024925077, times=3, duration='466'}
RandomWeird{value=7056613919921170388, times=2, duration='467'}
RandomWeird{value=5021008200372288648, times=4, duration='466'}
RandomWeird{value=8989683514993154608, times=2, duration='467'}
RandomWeird{value=8718372268533283776, times=2, duration='0'}
RandomWeird{value=1348416677500701322, times=2, duration='0'}
RandomWeird{value=7893124678151429532, times=2, duration='0'}
RandomWeird{value=4722594758288477819, times=3, duration='466'}
RandomWeird{value=8286034509672946551, times=2, duration='0'}
RandomWeird{value=6379605166975123659, times=5, duration='467'}
RandomWeird{value=4598726745353422348, times=3, duration='466'}
RandomWeird{value=8995634146767531228, times=3, duration='466'}
RandomWeird{value=7343298131606104238, times=3, duration='0'}
RandomWeird{value=2275380781029666382, times=2, duration='0'}
RandomWeird{value=5189368080142550810, times=4, duration='466'}
RandomWeird{value=9218160039770972983, times=3, duration='0'}
RandomWeird{value=6806783334187813488, times=2, duration='467'}
RandomWeird{value=5193088999500576001, times=3, duration='0'}
RandomWeird{value=9024519401415914078, times=4, duration='466'}
RandomWeird{value=5894491498057009439, times=5, duration='467'}
RandomWeird{value=8806764787746686593, times=3, duration='466'}
RandomWeird{value=2150670243887508518, times=2, duration='0'}
RandomWeird{value=8777686106884415075, times=4, duration='933'}
RandomWeird{value=8613547030860220313, times=6, duration='466'}
RandomWeird{value=3690696481660791748, times=2, duration='466'}
RandomWeird{value=4643790308986815751, times=5, duration='466'}
RandomWeird{value=8139354501073391159, times=3, duration='0'}
RandomWeird{value=2546760103938504524, times=2, duration='0'}
RandomWeird{value=7714286091473046714, times=2, duration='0'}
RandomWeird{value=1885967387518793540, times=5, duration='467'}
RandomWeird{value=4440841012955568510, times=3, duration='466'}
RandomWeird{value=7361892241132590811, times=2, duration='467'}
RandomWeird{value=8616137530697916457, times=3, duration='0'}
RandomWeird{value=2352286333999054647, times=6, duration='467'}
RandomWeird{value=8550850623192258166, times=3, duration='0'}
RandomWeird{value=6340338286631562613, times=2, duration='467'}
RandomWeird{value=3728411229365989664, times=2, duration='466'}
RandomWeird{value=2659469457445609034, times=2, duration='467'}
RandomWeird{value=4017911027712866133, times=4, duration='467'}
RandomWeird{value=8687571900264820467, times=2, duration='0'}
RandomWeird{value=2647015906975281302, times=4, duration='466'}
RandomWeird{value=1382871879106319519, times=4, duration='467'}
RandomWeird{value=7520700041312427502, times=2, duration='466'}
RandomWeird{value=6131358848936411749, times=12, duration='1399'}
RandomWeird{value=1732211062717025470, times=3, duration='0'}
RandomWeird{value=3643539834183994438, times=9, duration='933'}
RandomWeird{value=4937602779839996011, times=3, duration='0'}
RandomWeird{value=6060166448824789832, times=5, duration='933'}
RandomWeird{value=7121677650391104690, times=3, duration='0'}
RandomWeird{value=8718699351432086226, times=9, duration='933'}
RandomWeird{value=1258124415306357528, times=3, duration='467'}
RandomWeird{value=4357862131132060690, times=2, duration='466'}
RandomWeird{value=4654588481520148658, times=7, duration='933'}
RandomWeird{value=2636880059979521762, times=2, duration='0'}
RandomWeird{value=2711146385134223210, times=2, duration='466'}
RandomWeird{value=4776318700602622594, times=2, duration='466'}
RandomWeird{value=3885252609011358817, times=2, duration='0'}
RandomWeird{value=5410031487025482870, times=2, duration='466'}
RandomWeird{value=3976825424443768971, times=2, duration='0'}
RandomWeird{value=8126190392504486334, times=4, duration='467'}
RandomWeird{value=3818062291510190114, times=2, duration='467'}
RandomWeird{value=4253019354751241337, times=2, duration='0'}
RandomWeird{value=6915841297730953877, times=3, duration='467'}
RandomWeird{value=4010252119495567253, times=3, duration='466'}
RandomWeird{value=3513686840156122236, times=2, duration='0'}
RandomWeird{value=1753111286019114779, times=4, duration='466'}
RandomWeird{value=6319304524030180325, times=3, duration='0'}
RandomWeird{value=5521609295892981589, times=2, duration='466'}
RandomWeird{value=3513112272085579551, times=2, duration='0'}
RandomWeird{value=2456044136942270526, times=5, duration='467'}
RandomWeird{value=8557331328653043233, times=2, duration='466'}
RandomWeird{value=1763262345279489089, times=3, duration='0'}
RandomWeird{value=1918170327805031577, times=2, duration='466'}
RandomWeird{value=6113483259044522059, times=2, duration='0'}
RandomWeird{value=5357318877979361273, times=3, duration='467'}
RandomWeird{value=1152892582969051568, times=4, duration='466'}
RandomWeird{value=3619619389358184117, times=2, duration='0'}
RandomWeird{value=4259385839155109931, times=5, duration='933'}
RandomWeird{value=8380743433210796175, times=2, duration='0'}
RandomWeird{value=8203442245249130760, times=3, duration='0'}
RandomWeird{value=5758734867432383643, times=9, duration='933'}
RandomWeird{value=4785917664886153390, times=2, duration='467'}
RandomWeird{value=4279171876414757323, times=2, duration='0'}
RandomWeird{value=3945905895815446909, times=5, duration='467'}
RandomWeird{value=8422530066941820370, times=2, duration='0'}
RandomWeird{value=8564335113724370437, times=2, duration='0'}
RandomWeird{value=6878954491023292785, times=2, duration='0'}
RandomWeird{value=1956694027372313394, times=3, duration='0'}
RandomWeird{value=2700543383638596722, times=2, duration='467'}
RandomWeird{value=2606860056446003809, times=5, duration='466'}
RandomWeird{value=2183174996023464373, times=5, duration='467'}
RandomWeird{value=3192689729477806293, times=4, duration='466'}
RandomWeird{value=9119994857316540031, times=2, duration='466'}
RandomWeird{value=1684506138683659881, times=3, duration='0'}
RandomWeird{value=7259843713953324843, times=3, duration='467'}
RandomWeird{value=6523952611592451150, times=4, duration='467'}
RandomWeird{value=8294527708168258062, times=9, duration='933'}
RandomWeird{value=9181827402574414524, times=2, duration='0'}
RandomWeird{value=6961721001920847790, times=6, duration='466'}
RandomWeird{value=8356150038587422596, times=3, duration='0'}
RandomWeird{value=1344254628977672154, times=3, duration='466'}
RandomWeird{value=6509352063649017177, times=6, duration='933'}
RandomWeird{value=6567025225453570029, times=5, duration='467'}
RandomWeird{value=2344816831771170176, times=3, duration='467'}
RandomWeird{value=3623098125022197058, times=3, duration='466'}
RandomWeird{value=7241195191016234017, times=2, duration='0'}
RandomWeird{value=4524220356818996489, times=2, duration='0'}
RandomWeird{value=9009368028960146409, times=5, duration='467'}
RandomWeird{value=1319522983821563046, times=2, duration='466'}
RandomWeird{value=3843800203688457077, times=2, duration='467'}
RandomWeird{value=2107989621106640943, times=4, duration='467'}
RandomWeird{value=6891112914400220845, times=2, duration='0'}
RandomWeird{value=5299858205263282013, times=2, duration='0'}
RandomWeird{value=2667411552440444035, times=2, duration='466'}
RandomWeird{value=9025665586514371603, times=2, duration='0'}
RandomWeird{value=5146234179285367877, times=3, duration='467'}
RandomWeird{value=6653837704135059812, times=2, duration='0'}
RandomWeird{value=7425164811883331199, times=2, duration='0'}
RandomWeird{value=4822893525188847112, times=3, duration='0'}
RandomWeird{value=1497792223853375974, times=2, duration='0'}
RandomWeird{value=5342606490397187362, times=2, duration='466'}
RandomWeird{value=2011514558468143226, times=2, duration='0'}
RandomWeird{value=6943529331151233428, times=3, duration='466'}
RandomWeird{value=5255968823417362423, times=2, duration='467'}
RandomWeird{value=8722027779813179422, times=3, duration='467'}
RandomWeird{value=7888424351222226470, times=3, duration='467'}
RandomWeird{value=8412787799496937977, times=3, duration='0'}
RandomWeird{value=4490100343492158719, times=2, duration='0'}
RandomWeird{value=6000555700328956677, times=2, duration='467'}
RandomWeird{value=2238152623089683076, times=5, duration='467'}
RandomWeird{value=8657235227958492571, times=2, duration='0'}
RandomWeird{value=1801548920684954886, times=6, duration='467'}
RandomWeird{value=2311918685382684143, times=5, duration='467'}
RandomWeird{value=6648156525919927414, times=5, duration='467'}
RandomWeird{value=9154160025462376690, times=3, duration='467'}
RandomWeird{value=2282745137259936198, times=2, duration='466'}
RandomWeird{value=3169506102837271632, times=3, duration='466'}
RandomWeird{value=6085747681489602246, times=2, duration='466'}
RandomWeird{value=1850040755545023536, times=3, duration='467'}
RandomWeird{value=3364074753063380935, times=5, duration='466'}
RandomWeird{value=8730433942836691844, times=3, duration='466'}
RandomWeird{value=8549125719220322324, times=6, duration='933'}
RandomWeird{value=8474024712109335527, times=4, duration='467'}
RandomWeird{value=5057965590200461615, times=3, duration='466'}
RandomWeird{value=3019111538801803219, times=2, duration='0'}
RandomWeird{value=5012994603368570356, times=3, duration='467'}
RandomWeird{value=7338373903784130343, times=3, duration='0'}
RandomWeird{value=5408306443362183718, times=4, duration='467'}
RandomWeird{value=7220320445210486142, times=6, duration='466'}
RandomWeird{value=4306873161836901702, times=2, duration='0'}
RandomWeird{value=7721781696139402049, times=3, duration='466'}
RandomWeird{value=8421512075461646085, times=3, duration='466'}
RandomWeird{value=6726348754835971046, times=2, duration='0'}
RandomWeird{value=3951381027786164403, times=2, duration='0'}
RandomWeird{value=1100955013821331772, times=10, duration='933'}
RandomWeird{value=6265742019450471983, times=2, duration='467'}
RandomWeird{value=5184129918648136090, times=3, duration='466'}
RandomWeird{value=6678715201977600078, times=12, duration='1399'}
RandomWeird{value=3812231708595850363, times=3, duration='0'}
RandomWeird{value=4242211061672877962, times=2, duration='0'}
RandomWeird{value=9155741553841774334, times=2, duration='0'}
RandomWeird{value=7874355199035791217, times=2, duration='0'}
RandomWeird{value=2761658548923844032, times=4, duration='466'}
RandomWeird{value=7122299433198063163, times=7, duration='933'}
RandomWeird{value=2731279541483737405, times=2, duration='0'}
RandomWeird{value=4732924029236633289, times=2, duration='466'}
RandomWeird{value=4166731790497825463, times=3, duration='466'}
RandomWeird{value=2338460461130809233, times=2, duration='467'}
RandomWeird{value=3530257367613741081, times=5, duration='467'}
RandomWeird{value=1214142728270025791, times=4, duration='466'}
RandomWeird{value=4840958348269418873, times=3, duration='0'}
RandomWeird{value=5570776760024228538, times=3, duration='0'}
RandomWeird{value=3991311181126171810, times=5, duration='466'}
RandomWeird{value=6882395816071183656, times=5, duration='467'}
RandomWeird{value=8016685981936865617, times=2, duration='467'}
RandomWeird{value=3144056584623387879, times=2, duration='0'}
RandomWeird{value=9214855886628755155, times=2, duration='0'}
RandomWeird{value=9190996809170444077, times=4, duration='467'}
RandomWeird{value=6762997678579209929, times=2, duration='466'}
RandomWeird{value=7531728612091941260, times=4, duration='0'}
RandomWeird{value=6372876254300027325, times=2, duration='467'}
RandomWeird{value=4695675637466955678, times=3, duration='466'}
RandomWeird{value=7541950838353149888, times=2, duration='0'}
RandomWeird{value=5084001715938653171, times=3, duration='467'}
RandomWeird{value=6031850953607574888, times=2, duration='466'}
RandomWeird{value=6615211496818992746, times=2, duration='0'}
RandomWeird{value=2327222070615923589, times=2, duration='467'}
RandomWeird{value=4944946343035905249, times=4, duration='467'}
RandomWeird{value=5024981623638168537, times=6, duration='467'}
RandomWeird{value=7148123390740622177, times=2, duration='0'}
RandomWeird{value=2929753802452704545, times=5, duration='466'}
RandomWeird{value=4780540383427043455, times=5, duration='466'}
RandomWeird{value=8366377182606295682, times=2, duration='0'}
RandomWeird{value=4342385742707264301, times=5, duration='466'}
RandomWeird{value=7224681465373589868, times=4, duration='466'}
RandomWeird{value=4381578599632621521, times=3, duration='467'}
RandomWeird{value=3162605092307655171, times=2, duration='467'}
RandomWeird{value=4011708613884324785, times=2, duration='467'}
RandomWeird{value=8214722156112557458, times=3, duration='0'}
RandomWeird{value=1621882612545543219, times=4, duration='467'}
RandomWeird{value=2941964184626469602, times=4, duration='467'}
RandomWeird{value=4750637893517612558, times=3, duration='0'}
RandomWeird{value=4810608696285225210, times=7, duration='933'}
RandomWeird{value=7927803729944079538, times=2, duration='0'}
RandomWeird{value=6462590739243708944, times=3, duration='467'}
RandomWeird{value=4096486589842155992, times=2, duration='0'}
RandomWeird{value=2362845507863310295, times=4, duration='466'}
RandomWeird{value=6826465986069070345, times=4, duration='466'}
RandomWeird{value=1543714497637505057, times=2, duration='467'}
RandomWeird{value=4197909601829328106, times=2, duration='467'}
RandomWeird{value=4548876968789447820, times=2, duration='0'}
RandomWeird{value=4628558648010015590, times=3, duration='466'}
RandomWeird{value=1807849435708391982, times=4, duration='466'}
RandomWeird{value=3399968034799532573, times=2, duration='0'}
RandomWeird{value=7307644305195809394, times=3, duration='466'}
RandomWeird{value=1004482751893391065, times=5, duration='466'}
RandomWeird{value=8304496599203559192, times=3, duration='467'}
RandomWeird{value=2949971255970906921, times=4, duration='467'}
RandomWeird{value=9198177425780048462, times=2, duration='467'}
RandomWeird{value=5350636526922817415, times=5, duration='467'}
RandomWeird{value=8871979504799522274, times=7, duration='466'}
RandomWeird{value=3679650435276994286, times=2, duration='467'}
RandomWeird{value=5909133738919451428, times=4, duration='466'}
RandomWeird{value=3109599457856218500, times=5, duration='466'}
RandomWeird{value=3613883917190141955, times=3, duration='467'}
RandomWeird{value=2746282485308501284, times=2, duration='0'}
RandomWeird{value=2201256897914825819, times=2, duration='0'}
RandomWeird{value=3093671005611460931, times=3, duration='467'}
RandomWeird{value=7437268515897369563, times=7, duration='933'}
RandomWeird{value=6398525097232706410, times=7, duration='466'}
RandomWeird{value=7544100203430500100, times=4, duration='467'}
RandomWeird{value=4960592561590460702, times=4, duration='466'}
RandomWeird{value=3445396310757797660, times=3, duration='466'}
RandomWeird{value=7695022164448245799, times=4, duration='466'}
RandomWeird{value=3871638385844009978, times=2, duration='467'}
RandomWeird{value=6553114450677273320, times=2, duration='467'}
RandomWeird{value=6364641538014958949, times=2, duration='0'}
RandomWeird{value=1565202862537879110, times=7, duration='933'}
RandomWeird{value=8126322199869480436, times=2, duration='0'}
RandomWeird{value=8608108792990806762, times=2, duration='467'}
RandomWeird{value=1885083259865585058, times=6, duration='933'}
RandomWeird{value=1739245025770329376, times=3, duration='0'}
RandomWeird{value=1800345324109743421, times=2, duration='466'}
RandomWeird{value=5906092214225366669, times=2, duration='466'}
RandomWeird{value=6876438364006276148, times=2, duration='0'}
RandomWeird{value=2111247052841921319, times=2, duration='466'}
RandomWeird{value=8020192356287988441, times=2, duration='0'}
RandomWeird{value=8676877437093962019, times=2, duration='467'}
RandomWeird{value=5545060341730968096, times=2, duration='467'}
RandomWeird{value=2271723618152725691, times=2, duration='467'}
RandomWeird{value=4209639700310142177, times=4, duration='466'}
RandomWeird{value=3268969046329840479, times=3, duration='467'}
RandomWeird{value=5883411123748674804, times=3, duration='467'}
RandomWeird{value=7926521867935468856, times=3, duration='466'}
RandomWeird{value=6909977496973718772, times=2, duration='0'}
RandomWeird{value=3967955020139813808, times=2, duration='466'}
RandomWeird{value=7696885292121312055, times=2, duration='0'}
RandomWeird{value=6252240997982719330, times=2, duration='0'}
RandomWeird{value=4195298317338118756, times=2, duration='467'}
RandomWeird{value=4839050808065859571, times=3, duration='0'}
RandomWeird{value=3200113814365187372, times=2, duration='0'}
RandomWeird{value=2805942216293295576, times=4, duration='467'}
RandomWeird{value=1884145495971769980, times=4, duration='466'}
RandomWeird{value=4997000406270051850, times=2, duration='467'}
RandomWeird{value=1423085093290798597, times=2, duration='466'}
RandomWeird{value=8284716588554452684, times=7, duration='467'}
RandomWeird{value=4892891505693100718, times=2, duration='466'}
RandomWeird{value=1837901415193966985, times=8, duration='933'}
RandomWeird{value=3750661650031291304, times=4, duration='467'}
RandomWeird{value=4104541835306220864, times=6, duration='933'}
RandomWeird{value=7084246554457378638, times=4, duration='0'}
RandomWeird{value=5760297542667314671, times=2, duration='466'}
RandomWeird{value=3570332035444822622, times=4, duration='467'}
RandomWeird{value=5055710027944745526, times=2, duration='467'}
RandomWeird{value=1664754820852360917, times=4, duration='466'}
RandomWeird{value=1857935675933895241, times=7, duration='933'}
RandomWeird{value=3426296488903300468, times=3, duration='467'}
RandomWeird{value=8419707843365549626, times=3, duration='466'}
RandomWeird{value=8368093129108528724, times=5, duration='466'}
RandomWeird{value=8859852949200981432, times=2, duration='0'}
RandomWeird{value=6432456966741130216, times=3, duration='466'}
RandomWeird{value=7680875225056417072, times=2, duration='0'}
RandomWeird{value=7946252236648646832, times=2, duration='466'}
RandomWeird{value=5536915749470333912, times=2, duration='467'}
RandomWeird{value=7449959847881737487, times=2, duration='467'}
RandomWeird{value=8024292456055645271, times=3, duration='467'}
RandomWeird{value=8839627569955834705, times=9, duration='933'}
RandomWeird{value=7369737889380149062, times=6, duration='466'}
RandomWeird{value=1524826234110174382, times=5, duration='467'}
RandomWeird{value=8518064408751782890, times=3, duration='467'}
RandomWeird{value=5107999861555632174, times=5, duration='466'}
RandomWeird{value=3483495217921288409, times=4, duration='467'}
RandomWeird{value=6572243785600267448, times=2, duration='0'}
RandomWeird{value=6658364711652316819, times=3, duration='0'}
RandomWeird{value=7495611680088225217, times=8, duration='933'}
RandomWeird{value=4507287466205920134, times=2, duration='0'}
RandomWeird{value=3557372808307278142, times=2, duration='0'}
RandomWeird{value=9133610699923232806, times=12, duration='1400'}
RandomWeird{value=7583473163540304518, times=3, duration='0'}
RandomWeird{value=1825417206870763681, times=3, duration='467'}
RandomWeird{value=8130516896391015193, times=4, duration='467'}
RandomWeird{value=2197937937497132476, times=5, duration='933'}
RandomWeird{value=6411840136699646127, times=4, duration='466'}
RandomWeird{value=3099632225204440995, times=7, duration='467'}
RandomWeird{value=6555977860465477080, times=3, duration='467'}
RandomWeird{value=1820562263314092239, times=2, duration='0'}
RandomWeird{value=8828368059460029973, times=2, duration='0'}
