RandomWeird{value=2654939097715633158, times=4, duration='34298'}
RandomWeird{value=9217501788275630570, times=2, duration='1824'}
RandomWeird{value=5476332142713721324, times=2, duration='1459'}
RandomWeird{value=8005442942444869151, times=2, duration='1824'}
RandomWeird{value=7065828899238650095, times=5, duration='2919'}
RandomWeird{value=6507330674944068615, times=2, duration='1459'}
RandomWeird{value=3396851731342221277, times=2, duration='1824'}
RandomWeird{value=8937665248183498981, times=3, duration='2189'}
RandomWeird{value=8802466345888113937, times=4, duration='2554'}
RandomWeird{value=6442884022368366463, times=4, duration='2554'}
RandomWeird{value=3249628762942452891, times=5, duration='3284'}
RandomWeird{value=4221541494435579285, times=7, duration='4014'}
RandomWeird{value=8367285856063584103, times=2, duration='1460'}
RandomWeird{value=6382498550496718715, times=2, duration='1460'}
RandomWeird{value=1853486105486209299, times=2, duration='1824'}
RandomWeird{value=1862791856711707586, times=2, duration='1459'}
RandomWeird{value=7474546839343224784, times=6, duration='3284'}
RandomWeird{value=4878462967581449523, times=2, duration='1825'}
RandomWeird{value=4918283604545831832, times=3, duration='2189'}
RandomWeird{value=3691478550685209609, times=2, duration='1824'}
RandomWeird{value=7332976616124211722, times=2, duration='1459'}
RandomWeird{value=7319078726481964971, times=3, duration='1824'}
RandomWeird{value=2283157261316999506, times=2, duration='1460'}
RandomWeird{value=7671591955940055827, times=2, duration='1825'}
RandomWeird{value=3976810527581105781, times=2, duration='1825'}
RandomWeird{value=1673030956642044540, times=3, duration='1825'}
RandomWeird{value=8040528823364465290, times=2, duration='1459'}
RandomWeird{value=4273371769366234770, times=7, duration='4014'}
RandomWeird{value=6637793620253750862, times=8, duration='4379'}
RandomWeird{value=7163732207889329618, times=5, duration='3284'}
RandomWeird{value=4675501599770648404, times=3, duration='2189'}
RandomWeird{value=2812327217943272858, times=2, duration='1825'}
RandomWeird{value=5021164189305138349, times=3, duration='2189'}
RandomWeird{value=5841287886605039163, times=2, duration='1824'}
RandomWeird{value=8402867694295617730, times=2, duration='1459'}
RandomWeird{value=4830619760927087634, times=2, duration='1824'}
RandomWeird{value=5757844843897624414, times=9, duration='4743'}
RandomWeird{value=1734604716373843161, times=2, duration='1824'}
RandomWeird{value=5009418259958012091, times=2, duration='1824'}
RandomWeird{value=4298097269849793625, times=3, duration='2190'}
RandomWeird{value=3437844457226531544, times=5, duration='3649'}
RandomWeird{value=5112849477701035746, times=2, duration='1460'}
RandomWeird{value=8175886041024945593, times=4, duration='2554'}
RandomWeird{value=4064581333879363338, times=2, duration='1459'}
RandomWeird{value=8044852196476135698, times=3, duration='1824'}
RandomWeird{value=2874554205257765134, times=3, duration='1824'}
RandomWeird{value=8875172649911031042, times=2, duration='1460'}
RandomWeird{value=4941520474630528123, times=3, duration='2190'}
RandomWeird{value=1220336926777336908, times=2, duration='1824'}
RandomWeird{value=8301486014257132843, times=2, duration='1459'}
RandomWeird{value=8975666545527032583, times=2, duration='1459'}
RandomWeird{value=6796213927330727980, times=3, duration='2189'}
RandomWeird{value=5793464180261140930, times=2, duration='1824'}
RandomWeird{value=8240958518230823071, times=6, duration='3284'}
RandomWeird{value=3786753425860794790, times=3, duration='1824'}
RandomWeird{value=4724040158837857000, times=5, duration='2919'}
RandomWeird{value=7266294415234874275, times=3, duration='2189'}
RandomWeird{value=3376459674798260380, times=2, duration='1459'}
RandomWeird{value=2508771200716054375, times=4, duration='2554'}
RandomWeird{value=3365554829290461706, times=2, duration='1825'}
RandomWeird{value=4082094031110175968, times=5, duration='2919'}
RandomWeird{value=4817258290227743661, times=3, duration='1824'}
RandomWeird{value=7134103121944106134, times=2, duration='1460'}
RandomWeird{value=4926410927664028925, times=2, duration='1825'}
RandomWeird{value=4902400479022154655, times=3, duration='2190'}
RandomWeird{value=2703645806552972549, times=2, duration='1824'}
RandomWeird{value=7401489744001046146, times=5, duration='2919'}
RandomWeird{value=3243631196839850191, times=5, duration='3284'}
RandomWeird{value=2649581125680608181, times=3, duration='2189'}
RandomWeird{value=7786063559259642669, times=2, duration='1824'}
RandomWeird{value=4896356082385783728, times=4, duration='2919'}
RandomWeird{value=3509780711591747064, times=2, duration='1459'}
RandomWeird{value=8331475104567552555, times=4, duration='2189'}
RandomWeird{value=8318136295758546610, times=3, duration='2190'}
RandomWeird{value=5779074998611280825, times=3, duration='2189'}
RandomWeird{value=1130907240058054500, times=8, duration='4378'}
RandomWeird{value=2392385471578817479, times=6, duration='3284'}
RandomWeird{value=4166287739044526929, times=4, duration='2554'}
RandomWeird{value=7229458384297212554, times=2, duration='1824'}
RandomWeird{value=8760369140007429726, times=2, duration='1825'}
RandomWeird{value=6682057147523671932, times=3, duration='2190'}
RandomWeird{value=6729287275178333254, times=2, duration='1460'}
RandomWeird{value=2077469246055893911, times=3, duration='2189'}
RandomWeird{value=6225497063043030609, times=2, duration='1824'}
RandomWeird{value=1478562835887026037, times=2, duration='1459'}
RandomWeird{value=1816377085680494247, times=5, duration='2919'}
RandomWeird{value=3689829083006893864, times=3, duration='2189'}
RandomWeird{value=4794688714052222476, times=3, duration='2189'}
RandomWeird{value=1571958699034867110, times=6, duration='3284'}
RandomWeird{value=8888592376978385746, times=4, duration='2554'}
RandomWeird{value=5549251208156329366, times=8, duration='4378'}
RandomWeird{value=7413877397110508955, times=2, duration='1459'}
RandomWeird{value=6869826916150403594, times=2, duration='1460'}
RandomWeird{value=7301457231532122419, times=4, duration='2554'}
RandomWeird{value=5791715794640887767, times=4, duration='2554'}
RandomWeird{value=6292539775590135165, times=2, duration='1824'}
RandomWeird{value=5017397537613092951, times=3, duration='2189'}
RandomWeird{value=2285580474528757158, times=3, duration='2190'}
RandomWeird{value=3206384034357282177, times=2, duration='1824'}
RandomWeird{value=6315269754160716940, times=3, duration='2189'}
RandomWeird{value=2380968710102590377, times=2, duration='1824'}
RandomWeird{value=8416091603011586692, times=3, duration='1824'}
RandomWeird{value=6329099606778172486, times=3, duration='1825'}
RandomWeird{value=1064573631341189863, times=3, duration='1824'}
RandomWeird{value=2932281480209055696, times=2, duration='1459'}
RandomWeird{value=4105618529368007316, times=3, duration='2189'}
RandomWeird{value=8266602433362136227, times=4, duration='3648'}
RandomWeird{value=1004179819958960097, times=6, duration='3284'}
RandomWeird{value=1180343231390934944, times=2, duration='1460'}
RandomWeird{value=6008777355296469130, times=3, duration='2190'}
RandomWeird{value=7437149919781032571, times=4, duration='2554'}
RandomWeird{value=5033477062980219298, times=2, duration='1825'}
RandomWeird{value=7704447328231647447, times=4, duration='2555'}
RandomWeird{value=1749999536449124483, times=2, duration='1460'}
RandomWeird{value=1883869113919838294, times=5, duration='2919'}
RandomWeird{value=2600025865605495037, times=5, duration='2919'}
RandomWeird{value=4376985604104635454, times=2, duration='1459'}
RandomWeird{value=4226861374222814953, times=2, duration='1824'}
RandomWeird{value=6048232425538161605, times=2, duration='5838'}
RandomWeird{value=5612747796518551985, times=10, duration='5108'}
RandomWeird{value=3943835292077314182, times=4, duration='2554'}
RandomWeird{value=5862456257795043704, times=3, duration='2189'}
RandomWeird{value=3567846326931251491, times=3, duration='2190'}
RandomWeird{value=5153285266582293438, times=5, duration='2919'}
RandomWeird{value=5871982149311874717, times=2, duration='1459'}
RandomWeird{value=3990690161606176871, times=3, duration='1825'}
RandomWeird{value=5017993234119997413, times=2, duration='1460'}
RandomWeird{value=1809631156032025026, times=7, duration='4014'}
RandomWeird{value=7781911041774644697, times=6, duration='3284'}
RandomWeird{value=2240510651047913906, times=2, duration='1824'}
RandomWeird{value=5090708365005376397, times=3, duration='2189'}
RandomWeird{value=4535383156445864619, times=3, duration='2190'}
RandomWeird{value=6215142452906093138, times=2, duration='1825'}
RandomWeird{value=3863647564988795274, times=5, duration='2919'}
RandomWeird{value=8453564577697037979, times=2, duration='1824'}
RandomWeird{value=8339542802253913052, times=2, duration='1460'}
RandomWeird{value=4254479613396274048, times=3, duration='2919'}
RandomWeird{value=8330030846779450349, times=3, duration='1824'}
RandomWeird{value=1765023270991337036, times=5, duration='2554'}
RandomWeird{value=1771653502147064514, times=2, duration='1460'}
RandomWeird{value=3379289449248997329, times=2, duration='1825'}
RandomWeird{value=3344444972050858822, times=2, duration='1460'}
RandomWeird{value=1861817088302510562, times=2, duration='1824'}
RandomWeird{value=4610731074794351727, times=5, duration='2919'}
RandomWeird{value=8973584832528322575, times=2, duration='1825'}
RandomWeird{value=5739968784010756156, times=2, duration='1460'}
RandomWeird{value=3951097426690204968, times=2, duration='1460'}
RandomWeird{value=6861021129878403418, times=3, duration='2190'}
RandomWeird{value=1428058889769204394, times=4, duration='2554'}
RandomWeird{value=2126380384855630364, times=3, duration='2189'}
RandomWeird{value=4672303570247110679, times=8, duration='4014'}
RandomWeird{value=4116905590198900821, times=2, duration='1824'}
RandomWeird{value=8560074102855621947, times=2, duration='1460'}
RandomWeird{value=2774101071403818425, times=2, duration='1825'}
RandomWeird{value=4159265943331700236, times=3, duration='1825'}
RandomWeird{value=3516367939118002926, times=2, duration='1460'}
RandomWeird{value=1030146163577924657, times=2, duration='1825'}
RandomWeird{value=8441599772446332392, times=4, duration='2554'}
RandomWeird{value=2223270280769714890, times=2, duration='1459'}
RandomWeird{value=5201406786232590711, times=2, duration='1459'}
RandomWeird{value=4053002547484737768, times=3, duration='2189'}
RandomWeird{value=2919279107993820867, times=3, duration='2190'}
RandomWeird{value=4099099521924158008, times=6, duration='3284'}
RandomWeird{value=9010349095861699623, times=2, duration='1824'}
RandomWeird{value=5747144365366914501, times=2, duration='1460'}
RandomWeird{value=5190135043096182515, times=13, duration='6203'}
RandomWeird{value=3734828594639167567, times=6, duration='4013'}
RandomWeird{value=4422487167786626031, times=4, duration='2554'}
RandomWeird{value=3588414271700194030, times=2, duration='1825'}
RandomWeird{value=1936822183185949122, times=2, duration='1460'}
RandomWeird{value=1741528012648423638, times=4, duration='2555'}
RandomWeird{value=4320658497257427425, times=8, duration='4014'}
RandomWeird{value=7544235871336112592, times=5, duration='2554'}
RandomWeird{value=8782533263218832600, times=2, duration='1459'}
RandomWeird{value=6326926801366075637, times=5, duration='2919'}
RandomWeird{value=2712113412498208285, times=3, duration='2189'}
RandomWeird{value=1036554116720358743, times=3, duration='2189'}
RandomWeird{value=3837830301514494117, times=2, duration='1459'}
RandomWeird{value=9114462092125024674, times=3, duration='2189'}
RandomWeird{value=3131026865816196897, times=2, duration='1825'}
RandomWeird{value=3054900934453756693, times=2, duration='1460'}
RandomWeird{value=3690843923385676830, times=4, duration='2189'}
RandomWeird{value=2359681452099504121, times=2, duration='1459'}
RandomWeird{value=4600747404244702892, times=4, duration='2554'}
RandomWeird{value=8283440779169550471, times=2, duration='1825'}
RandomWeird{value=3659912518559054234, times=10, duration='5109'}
RandomWeird{value=3525457798345049526, times=4, duration='2554'}
RandomWeird{value=5538048361277578007, times=2, duration='1824'}
RandomWeird{value=7246968290973501000, times=6, duration='3284'}
RandomWeird{value=1577170429360571878, times=2, duration='1460'}
RandomWeird{value=1611653581806261617, times=5, duration='2919'}
RandomWeird{value=5056316332683276536, times=8, duration='4013'}
RandomWeird{value=8727861843942044395, times=6, duration='3283'}
RandomWeird{value=5497771611017915357, times=4, duration='2554'}
RandomWeird{value=7530451726280263575, times=3, duration='2189'}
RandomWeird{value=1975806103526855025, times=2, duration='1460'}
RandomWeird{value=1711792428457966131, times=4, duration='3284'}
RandomWeird{value=8639045348897432362, times=3, duration='2189'}
RandomWeird{value=5510847789539257770, times=2, duration='1460'}
RandomWeird{value=1241235168305717728, times=2, duration='1460'}
RandomWeird{value=4857090693670496815, times=14, duration='6568'}
RandomWeird{value=6723781030132873192, times=3, duration='1824'}
RandomWeird{value=6678476854941778043, times=3, duration='1825'}
RandomWeird{value=1318196544659350313, times=3, duration='1824'}
RandomWeird{value=9202799262222276612, times=2, duration='1824'}
RandomWeird{value=3614947183752134181, times=5, duration='2919'}
RandomWeird{value=8503161120617086476, times=2, duration='1825'}
RandomWeird{value=4360703336278589326, times=3, duration='1825'}
RandomWeird{value=2711501319550145093, times=3, duration='1824'}
RandomWeird{value=1918783739286303655, times=2, duration='1824'}
RandomWeird{value=4918695001467833639, times=3, duration='1824'}
RandomWeird{value=1749358518345502961, times=3, duration='1824'}
RandomWeird{value=4805824220069509342, times=2, duration='1825'}
RandomWeird{value=4939234088072931770, times=5, duration='2919'}
RandomWeird{value=6895261099389664988, times=3, duration='1824'}
RandomWeird{value=2725289472074317801, times=3, duration='1824'}
RandomWeird{value=3701752260471706014, times=6, duration='3284'}
RandomWeird{value=2384402372839906044, times=2, duration='1459'}
RandomWeird{value=7005610407104498383, times=2, duration='1824'}
RandomWeird{value=2861822561534003897, times=2, duration='1459'}
RandomWeird{value=8779801386981537363, times=9, duration='4378'}
RandomWeird{value=2592144752343907033, times=2, duration='1459'}
RandomWeird{value=1992478641642352941, times=3, duration='2189'}
RandomWeird{value=1823872808381880557, times=4, duration='2554'}
RandomWeird{value=3609272322927655308, times=4, duration='2554'}
RandomWeird{value=5054539252200813417, times=3, duration='1824'}
RandomWeird{value=8618965777031221020, times=2, duration='4014'}
RandomWeird{value=2135166889431508366, times=2, duration='1824'}
RandomWeird{value=8434878921317984103, times=2, duration='1459'}
RandomWeird{value=6591870777044700260, times=3, duration='2189'}
RandomWeird{value=8469300017699763381, times=4, duration='2554'}
RandomWeird{value=7845310661132764531, times=7, duration='3649'}
RandomWeird{value=6969389439640736951, times=4, duration='2190'}
RandomWeird{value=2446619541032990174, times=2, duration='6933'}
RandomWeird{value=2842889702920846032, times=2, duration='2189'}
RandomWeird{value=7778994576767334540, times=2, duration='5473'}
RandomWeird{value=4701362436757008350, times=3, duration='2554'}
RandomWeird{value=1444326794118353568, times=3, duration='2189'}
RandomWeird{value=6052600773003531050, times=4, duration='2554'}
RandomWeird{value=4115075603793274997, times=2, duration='1825'}
RandomWeird{value=8057341966383841418, times=2, duration='1825'}
RandomWeird{value=9210086165138013714, times=2, duration='1460'}
RandomWeird{value=3626789888495517637, times=2, duration='1459'}
RandomWeird{value=2082397310158387844, times=3, duration='2189'}
RandomWeird{value=2089388434463834428, times=2, duration='1824'}
RandomWeird{value=3484240494419504284, times=2, duration='1824'}
RandomWeird{value=6522894587653789630, times=6, duration='3283'}
RandomWeird{value=6531667849669527133, times=3, duration='2189'}
RandomWeird{value=1729355287589400239, times=2, duration='1824'}
RandomWeird{value=6342595071904273390, times=6, duration='3283'}
RandomWeird{value=2657512835352755986, times=2, duration='1824'}
RandomWeird{value=1482069366621320535, times=2, duration='1459'}
RandomWeird{value=3477360081412433750, times=4, duration='2554'}
RandomWeird{value=5796569237070372724, times=4, duration='2554'}
RandomWeird{value=7634277723699782760, times=3, duration='2189'}
RandomWeird{value=8421648461039158724, times=2, duration='1824'}
RandomWeird{value=6130393740633229084, times=3, duration='2189'}
RandomWeird{value=8133956784218855594, times=4, duration='2554'}
RandomWeird{value=7566824428499104356, times=11, duration='5108'}
RandomWeird{value=9204449836941839455, times=2, duration='1824'}
RandomWeird{value=4559522475478387381, times=3, duration='2189'}
RandomWeird{value=6427438234285484259, times=5, duration='2919'}
RandomWeird{value=4278469256910605499, times=2, duration='1824'}
RandomWeird{value=1637268153011786199, times=3, duration='2189'}
RandomWeird{value=5056265389201095863, times=6, duration='3284'}
RandomWeird{value=3206574589037430805, times=4, duration='2554'}
RandomWeird{value=2308489235320487868, times=5, duration='2919'}
RandomWeird{value=4078913531276402581, times=3, duration='2189'}
RandomWeird{value=5303083388003780009, times=8, duration='4013'}
RandomWeird{value=2487430036667636964, times=6, duration='3284'}
RandomWeird{value=4999343130707716987, times=2, duration='1825'}
RandomWeird{value=2153115625565477631, times=3, duration='1824'}
RandomWeird{value=3351371835070220231, times=2, duration='1459'}
RandomWeird{value=5288651134608266572, times=3, duration='2189'}
RandomWeird{value=5422583897811053834, times=3, duration='2189'}
RandomWeird{value=4686167220561725559, times=4, duration='2555'}
RandomWeird{value=3775225424865541468, times=4, duration='2554'}
RandomWeird{value=5374933303072881089, times=2, duration='1824'}
RandomWeird{value=8174603154376150070, times=2, duration='1824'}
RandomWeird{value=5034640536962981695, times=2, duration='1460'}
RandomWeird{value=7194703959722001639, times=2, duration='1460'}
RandomWeird{value=6621704872708843241, times=3, duration='2190'}
RandomWeird{value=5264872702342570609, times=3, duration='2189'}
RandomWeird{value=3060844355877292423, times=2, duration='1824'}
RandomWeird{value=5569121706505991951, times=2, duration='1459'}
RandomWeird{value=2075734475809691154, times=3, duration='1824'}
RandomWeird{value=5947046623699220174, times=2, duration='1460'}
RandomWeird{value=3289325142351936959, times=3, duration='2190'}
RandomWeird{value=5409640133585799229, times=3, duration='2189'}
RandomWeird{value=5776372073078997131, times=2, duration='1824'}
RandomWeird{value=4749709892039322828, times=2, duration='1459'}
RandomWeird{value=5420785371284282051, times=5, duration='2919'}
RandomWeird{value=4414951338177173156, times=3, duration='2189'}
RandomWeird{value=1071096766180711519, times=2, duration='1460'}
RandomWeird{value=3353335547012874252, times=2, duration='1459'}
RandomWeird{value=1577809365791041033, times=2, duration='1824'}
RandomWeird{value=6047129770138664117, times=3, duration='2189'}
RandomWeird{value=3731702011211582494, times=3, duration='2189'}
RandomWeird{value=1760247469242879696, times=2, duration='1825'}
RandomWeird{value=2653439126716865923, times=2, duration='1460'}
RandomWeird{value=1222673675558993164, times=2, duration='1460'}
RandomWeird{value=4727776918953858738, times=5, duration='2919'}
RandomWeird{value=2554969450164922625, times=2, duration='1824'}
RandomWeird{value=8794556972823091765, times=3, duration='2189'}
RandomWeird{value=5122672463917825898, times=5, duration='2919'}
RandomWeird{value=2620045775724510763, times=6, duration='3284'}
RandomWeird{value=6581955490906341345, times=2, duration='1460'}
RandomWeird{value=3928340505356480233, times=4, duration='2554'}
RandomWeird{value=5366446611467997412, times=2, duration='1824'}
RandomWeird{value=6227397442949660468, times=3, duration='3284'}
RandomWeird{value=2203186702916340530, times=5, duration='4013'}
RandomWeird{value=2401477338959267938, times=2, duration='1825'}
RandomWeird{value=6456410421654509446, times=5, duration='2919'}
RandomWeird{value=7942500384820350759, times=2, duration='1824'}
RandomWeird{value=5121453132208283954, times=2, duration='1824'}
RandomWeird{value=7409333699811861395, times=5, duration='2919'}
RandomWeird{value=1692370651142894914, times=5, duration='2919'}
RandomWeird{value=5375693106449540489, times=2, duration='1825'}
RandomWeird{value=1814268194526091496, times=2, duration='1460'}
RandomWeird{value=4658683382212035496, times=2, duration='1460'}
RandomWeird{value=5461411292088967504, times=2, duration='1825'}
RandomWeird{value=1992008179451590321, times=2, duration='1825'}
RandomWeird{value=4832382314360401311, times=6, duration='3284'}
RandomWeird{value=6722202829744802461, times=2, duration='1825'}
RandomWeird{value=6496371894629586429, times=3, duration='2189'}
RandomWeird{value=4239567384174900042, times=9, duration='4378'}
RandomWeird{value=5623253408351589787, times=3, duration='1824'}
RandomWeird{value=7391182939465409873, times=3, duration='2189'}
RandomWeird{value=5749086650819646013, times=4, duration='2554'}
RandomWeird{value=2461917521321788549, times=3, duration='2189'}
RandomWeird{value=5386852698939244492, times=2, duration='1824'}
RandomWeird{value=6763798794926491962, times=5, duration='2919'}
RandomWeird{value=2473122155511381841, times=3, duration='2189'}
RandomWeird{value=8033096727716671602, times=3, duration='2189'}
RandomWeird{value=6567287465540997553, times=5, duration='2919'}
RandomWeird{value=7615994944712250129, times=3, duration='2189'}
RandomWeird{value=1399960636295022078, times=2, duration='1459'}
RandomWeird{value=7077837928814323744, times=2, duration='1824'}
RandomWeird{value=1910191565568326422, times=7, duration='3648'}
RandomWeird{value=7266129142752556563, times=2, duration='1824'}
RandomWeird{value=3144167713465983318, times=7, duration='3649'}
RandomWeird{value=8925345291832045763, times=2, duration='1824'}
RandomWeird{value=1433943116942595298, times=2, duration='1824'}
RandomWeird{value=7501805795491614459, times=3, duration='1824'}
RandomWeird{value=8645979437229259514, times=2, duration='1825'}
RandomWeird{value=8555631696933609960, times=2, duration='2189'}
RandomWeird{value=7959187523780981013, times=3, duration='2189'}
RandomWeird{value=4384387317554955439, times=2, duration='1825'}
RandomWeird{value=7793926591003776257, times=5, duration='2919'}
RandomWeird{value=5089698514738510035, times=2, duration='1460'}
RandomWeird{value=6100374148831082841, times=2, duration='1460'}
RandomWeird{value=8788430029458585063, times=2, duration='1825'}
RandomWeird{value=2387804877721135975, times=3, duration='2189'}
RandomWeird{value=1153769242155689638, times=5, duration='2919'}
RandomWeird{value=4743739651132418877, times=2, duration='1825'}
RandomWeird{value=2111664612837753400, times=3, duration='2190'}
RandomWeird{value=5814776674093487802, times=2, duration='1460'}
RandomWeird{value=3653004090736907094, times=2, duration='1824'}
RandomWeird{value=4337469564878013655, times=6, duration='3284'}
RandomWeird{value=9188253644025201894, times=2, duration='1825'}
RandomWeird{value=7063453754297441720, times=3, duration='2190'}
RandomWeird{value=3850929925491068361, times=3, duration='2189'}
RandomWeird{value=7015541401606972274, times=3, duration='2189'}
RandomWeird{value=1720053665789448200, times=5, duration='2919'}
RandomWeird{value=8839676011696936024, times=3, duration='2189'}
RandomWeird{value=2262302397342938850, times=3, duration='1824'}
RandomWeird{value=1822742906672357173, times=6, duration='3283'}
RandomWeird{value=6244205002472267204, times=3, duration='2189'}
RandomWeird{value=1654349662148762087, times=2, duration='1459'}
RandomWeird{value=2408279177319905240, times=4, duration='2189'}
RandomWeird{value=1463246000295704465, times=2, duration='1825'}
RandomWeird{value=8315622687344000012, times=3, duration='2190'}
RandomWeird{value=2702591387455223776, times=5, duration='2919'}
RandomWeird{value=6868746794305622017, times=2, duration='1824'}
RandomWeird{value=1419588753550156058, times=2, duration='1460'}
RandomWeird{value=4999078192744071590, times=3, duration='2190'}
RandomWeird{value=1344475728796082085, times=5, duration='2919'}
RandomWeird{value=3655184375174069854, times=7, duration='4013'}
RandomWeird{value=7101137166493414405, times=6, duration='3284'}
RandomWeird{value=3129546722465418009, times=2, duration='1824'}
RandomWeird{value=5921393125021712438, times=2, duration='1459'}
RandomWeird{value=7597573319892249229, times=5, duration='2919'}
RandomWeird{value=2107513810261944481, times=4, duration='2554'}
RandomWeird{value=6024296272162833311, times=7, duration='3649'}
RandomWeird{value=1430878674925913325, times=2, duration='1825'}
RandomWeird{value=2904568232763298639, times=4, duration='2554'}
RandomWeird{value=4735576392755942148, times=2, duration='1824'}
RandomWeird{value=4875289793037488925, times=2, duration='1459'}
RandomWeird{value=2424933901962138955, times=5, duration='2554'}
RandomWeird{value=5463301358280642178, times=7, duration='3649'}
RandomWeird{value=8171986253558591371, times=6, duration='3284'}
RandomWeird{value=2588298502481137966, times=4, duration='2189'}
RandomWeird{value=1700014997863549297, times=4, duration='2554'}
RandomWeird{value=1385302366217422131, times=2, duration='1459'}
RandomWeird{value=8962678648545454426, times=2, duration='1459'}
RandomWeird{value=7677179250044634265, times=4, duration='2554'}
RandomWeird{value=8844914530610270618, times=2, duration='1825'}
RandomWeird{value=6619871657674470104, times=3, duration='2190'}
RandomWeird{value=2683707419129256059, times=2, duration='1460'}
RandomWeird{value=7586284535276270058, times=6, duration='3284'}
RandomWeird{value=2155977221929359680, times=5, duration='2555'}
RandomWeird{value=5562256123107456610, times=2, duration='1459'}
RandomWeird{value=2470996599445590519, times=2, duration='1824'}
RandomWeird{value=9008747454821987080, times=6, duration='3284'}
RandomWeird{value=4907453591566489681, times=2, duration='1825'}
RandomWeird{value=6740736555751786325, times=5, duration='2919'}
RandomWeird{value=5768931402567654807, times=4, duration='2554'}
RandomWeird{value=4477495581535451957, times=2, duration='1460'}
RandomWeird{value=5485258768450096314, times=4, duration='2554'}
RandomWeird{value=5546876122079537064, times=2, duration='1824'}
RandomWeird{value=5944031675527527590, times=2, duration='1460'}
RandomWeird{value=3304935596711895777, times=2, duration='1460'}
RandomWeird{value=8825483104578384065, times=3, duration='2190'}
RandomWeird{value=1296100108295763427, times=2, duration='1824'}
RandomWeird{value=7112327849032653350, times=2, duration='1459'}
RandomWeird{value=3199259920006015719, times=2, duration='1459'}
RandomWeird{value=2369952704749773508, times=2, duration='1824'}
RandomWeird{value=7023651133850214240, times=2, duration='1459'}
RandomWeird{value=3230345346180350250, times=3, duration='1824'}
RandomWeird{value=8618092019088173330, times=5, duration='2919'}
RandomWeird{value=4815586852949304309, times=5, duration='2919'}
RandomWeird{value=8612162286190894047, times=6, duration='2919'}
RandomWeird{value=2177157941761616045, times=3, duration='1824'}
RandomWeird{value=8976180544826172937, times=3, duration='1824'}
RandomWeird{value=1566185628612743818, times=2, duration='1825'}
RandomWeird{value=7575025333912286674, times=2, duration='1825'}
RandomWeird{value=7529986332445759968, times=2, duration='1460'}
RandomWeird{value=5775033137660804662, times=2, duration='1825'}
RandomWeird{value=4328070286877421419, times=5, duration='2919'}
RandomWeird{value=4553580062022819672, times=10, duration='5108'}
RandomWeird{value=6435931728522092235, times=6, duration='3284'}
RandomWeird{value=2208057470323043217, times=2, duration='1459'}
RandomWeird{value=3643881120173701879, times=4, duration='2189'}
RandomWeird{value=3125930390444345495, times=2, duration='1460'}
RandomWeird{value=8602459241249737680, times=4, duration='2555'}
RandomWeird{value=3893238851045659702, times=2, duration='1824'}
RandomWeird{value=3612283177003125852, times=2, duration='1459'}
RandomWeird{value=1574643132302112291, times=2, duration='1459'}
RandomWeird{value=4245288689039997435, times=2, duration='1824'}
RandomWeird{value=4868982177266714955, times=5, duration='2919'}
RandomWeird{value=8313293937577633961, times=3, duration='2189'}
RandomWeird{value=3059868591140798938, times=2, duration='1824'}
RandomWeird{value=8738332433607469423, times=2, duration='1459'}
RandomWeird{value=6358491688137823072, times=2, duration='1459'}
RandomWeird{value=6385971067589639116, times=3, duration='2189'}
RandomWeird{value=5833962235558813196, times=2, duration='1825'}
RandomWeird{value=1900252303390435096, times=2, duration='1460'}
RandomWeird{value=1552490031050554469, times=2, duration='1460'}
RandomWeird{value=4694755004160193993, times=5, duration='2919'}
RandomWeird{value=4459176814633409276, times=3, duration='2189'}
RandomWeird{value=7239591800444330571, times=2, duration='1825'}
RandomWeird{value=4082697019401986997, times=3, duration='1825'}
RandomWeird{value=8307483908755350356, times=2, duration='1460'}
RandomWeird{value=8681594159621430917, times=3, duration='2189'}
RandomWeird{value=4946193809782806297, times=3, duration='2189'}
RandomWeird{value=5861562012088362010, times=2, duration='1824'}
RandomWeird{value=5984040869433839688, times=3, duration='1825'}
RandomWeird{value=1857038580572406891, times=2, duration='1460'}
RandomWeird{value=8121320797865967761, times=3, duration='2189'}
RandomWeird{value=5883586003482292002, times=2, duration='1824'}
RandomWeird{value=3366003038473269024, times=4, duration='2554'}
RandomWeird{value=3273910639165481628, times=3, duration='2189'}
RandomWeird{value=9202855494816570160, times=4, duration='2554'}
RandomWeird{value=4509316472119897701, times=3, duration='2189'}
RandomWeird{value=5939753208806843344, times=2, duration='1824'}
RandomWeird{value=5258632578811942565, times=2, duration='1459'}
RandomWeird{value=7168795587598631939, times=4, duration='2190'}
RandomWeird{value=4656123759503571345, times=2, duration='1460'}
RandomWeird{value=8399890769899917489, times=5, duration='3649'}
RandomWeird{value=2681771046063634542, times=5, duration='2554'}
RandomWeird{value=2826611004502521563, times=3, duration='1824'}
RandomWeird{value=9068597856108708604, times=2, duration='1460'}
RandomWeird{value=3917114115845352493, times=2, duration='1824'}
RandomWeird{value=3218243209977598708, times=4, duration='2555'}
RandomWeird{value=5383433700617049875, times=2, duration='1824'}
RandomWeird{value=5310289834892098005, times=3, duration='2189'}
RandomWeird{value=2268090907552802554, times=3, duration='2189'}
RandomWeird{value=5696916762188864473, times=2, duration='1460'}
RandomWeird{value=3919616349911557469, times=2, duration='1460'}
RandomWeird{value=8751804915746397711, times=2, duration='1460'}
RandomWeird{value=7283418521019952720, times=2, duration='1825'}
RandomWeird{value=4980308486003333849, times=7, duration='3649'}
